"Institution","Service","Mode","URL"
"Stanford University","OSF",NA,"https://library.stanford.edu/research/data-management-services/data-best-practices/helpful-tools"
"Stanford University","Reproducible_research",NA,NA
"Stanford University","Text_data_mining",NA,"https://library.stanford.edu/events/text-analysis-python-digital-tools-and-methods-humanities-and-social-sciences"
"Texas A&M University","Data_analysis","Instruction",NA
"Texas A&M University","Data_analysis","Web",NA
"Texas A&M University","Data_management","Consult","https://askus.library.tamu.edu/rdms"
"Texas A&M University","Data_visualization_software","Consult",NA
"Texas A&M University","Data_visualization_software","Instruction",NA
"Texas A&M University","Data_visualization_software","Web",NA
"Texas A&M University","Electronic_lab_notebooks",NA,NA
"Texas A&M University","Geospatial","Consult",NA
"Texas A&M University","Geospatial","Instruction",NA
"Texas A&M University","Geospatial_software","Consult",NA
"Texas A&M University","Geospatial_software","Web",NA
"Texas A&M University","Geospatial","Web",NA
"Texas A&M University","OSF",NA,"https://tamu.libcal.com/event/7347739"
"Texas A&M University","Reproducible_research",NA,"https://tamu.libguides.com/research-data-management/FAIR"
"Texas A&M University","Statistical_consulting",NA,NA
"Texas A&M University","Text_data_mining",NA,NA
"Texas A&M University","Version_control",NA,NA
"Texas A&M University","Web_scraping",NA,NA
"University of Illinois at Urbana-Champaign","Data_management","Consult","https://www.library.illinois.edu/rds/"
"University of Illinois at Urbana-Champaign","Data_management_plans","Consult","https://www.library.illinois.edu/rds/"
"University of Illinois at Urbana-Champaign","Data_management_plans","Instruction",NA
"University of Illinois at Urbana-Champaign","Data_visualization_software","Consult","https://www.library.illinois.edu/sc/about_us/resources_experts/"
"University of Illinois at Urbana-Champaign","Data_visualization_software","Instruction",NA
"University of Illinois at Urbana-Champaign","Data_visualization_software","Web","https://www.library.illinois.edu/sc/services/data-visualization/"
"University of Illinois at Urbana-Champaign","Electronic_lab_notebooks",NA,NA
"University of Illinois at Urbana-Champaign","Geospatial_software","Web",NA
"University of Illinois at Urbana-Champaign","Geospatial","Web","https://guides.library.illinois.edu/GIS"
"University of Illinois at Urbana-Champaign","OSF",NA,"https://guides.library.illinois.edu/istclibraryguide/ideals"
"University of Illinois at Urbana-Champaign","Statistical_consulting",NA,"https://www.library.illinois.edu/sc/statistical-consulting/"
"University of Illinois at Urbana-Champaign","Web_scraping",NA,NA
"University of North Carolina at Chapel Hill","Data_analysis","Web",NA
"University of North Carolina at Chapel Hill","Data_management","Consult","https://guides.lib.unc.edu/michelehayslett"
"University of North Carolina at Chapel Hill","Data_management","Instruction","https://guides.lib.unc.edu/researchdatatoolkit"
"University of North Carolina at Chapel Hill","Data_management_plans","Consult","https://calendar.lib.unc.edu/appointments/technology?g=6682"
"University of North Carolina at Chapel Hill","Data_management_plans","Instruction",NA
"University of North Carolina at Chapel Hill","Electronic_lab_notebooks",NA,NA
"University of North Carolina at Chapel Hill","Geospatial","Consult","https://library.unc.edu/data/gis-assistance/"
"University of North Carolina at Chapel Hill","Geospatial","Instruction","https://guides.lib.unc.edu/c.php?g=9007&p=45215"
"University of North Carolina at Chapel Hill","Geospatial_software","Consult","https://guides.lib.unc.edu/c.php?g=9007&p=45214"
"University of North Carolina at Chapel Hill","Geospatial_software","Instruction","https://guides.lib.unc.edu/c.php?g=9007&p=45216"
"University of North Carolina at Chapel Hill","Geospatial","Web","https://guides.lib.unc.edu/spatialdata"
"University of North Carolina at Chapel Hill","OSF",NA,"https://osf.io/institutions/unc/"
"University of North Carolina at Chapel Hill","Reproducible_research",NA,"https://dataverse.unc.edu/"
"University of North Carolina at Chapel Hill","Text_data_mining",NA,NA
"University of North Carolina at Chapel Hill","Web_scraping",NA,NA
"University of Utah","Data_analysis","Instruction","https://campusguides.lib.utah.edu/c.php?g=1029638&p=7462997"
"University of Utah","Data_analysis","Web",NA
"University of Utah","Data_management_plans","Instruction","https://campusguides.lib.utah.edu/researchdata"
"University of Utah","Data_repository",NA,"https://campusguides.lib.utah.edu/c.php?g=160788&p=1051585"
"University of Utah","Data_visualization_software","Consult",NA
"University of Utah","Data_visualization_software","Instruction",NA
"University of Utah","Geospatial","Instruction","https://lib.utah.edu/services/geospatial/training-materials.php"
"University of Utah","Geospatial","Web",NA
"University of Utah","OSF",NA,"https://osf.io/gd8h9/wiki/home/"
"University of Utah","Text_data_mining",NA,NA
"University of Utah","Web_scraping",NA,NA
"University of Arizona","Data_analysis","Instruction",NA
"University of Arizona","Data_analysis","Web",NA
"University of Arizona","Data_management","Instruction","https://data.library.arizona.edu/data-management/events-schedule-current"
"University of Arizona","Data_management_plans","Instruction","https://data.library.arizona.edu/data-management/events-schedule-current"
"University of Arizona","Data_visualization_software","Consult","https://data.library.arizona.edu/data-science/r-programming"
"University of Arizona","Data_visualization_software","Instruction",NA
"University of Arizona","Data_visualization_software","Web","https://data.library.arizona.edu/data-science/data-visualization"
"University of Arizona","Electronic_lab_notebooks",NA,NA
"University of Arizona","Geospatial","Web","https://libguides.library.arizona.edu/GIS"
"University of Arizona","Statistical_consulting",NA,NA
"University of Arizona","Version_control",NA,NA
"University of Arizona","Web_scraping",NA,NA
"University of California, Berkeley","Data_analysis","Instruction","https://guides.lib.berkeley.edu/data-analysis"
"University of California, Berkeley","Data_analysis","Web",NA
"University of California, Berkeley","Data_management","Instruction",NA
"University of California, Berkeley","Data_management_plans","Instruction","https://researchdata.berkeley.edu/training"
"University of California, Berkeley","Data_management_plans","Web","https://guides.lib.berkeley.edu/c.php?g=862102&p=6178956"
"University of California, Berkeley","Data_repository",NA,"https://www.lib.berkeley.edu/scholarly-communication/publishing/your-data"
"University of California, Berkeley","Data_visualization_software","Consult","https://guides.lib.berkeley.edu/c.php?g=1069243&p=7782608"
"University of California, Berkeley","Data_visualization_software","Instruction","https://guides.lib.berkeley.edu/data-analysis"
"University of California, Berkeley","Electronic_lab_notebooks",NA,"https://guides.lib.berkeley.edu/ERN"
"University of California, Berkeley","Geospatial_software","Consult","https://guides.lib.berkeley.edu/gis/help"
"University of California, Berkeley","Geospatial","Web","https://guides.lib.berkeley.edu/gis"
"University of California, Berkeley","OSF",NA,"https://researchdata.berkeley.edu/tools/open-science-framework"
"University of California, Berkeley","Statistical_consulting",NA,NA
"University of California, Berkeley","Version_control",NA,NA
"University of California, Berkeley","Web_scraping",NA,"https://guides.lib.berkeley.edu/text-mining"
"University of Iowa","Data_analysis","Web",NA
"University of Iowa","Data_management","Instruction","https://www.lib.uiowa.edu/data/workshop/"
"University of Iowa","Data_management_plans","Instruction","https://www.lib.uiowa.edu/data/workshop/"
"University of Iowa","Data_repository",NA,NA
"University of Iowa","Data_visualization_software","Consult",NA
"University of Iowa","Data_visualization_software","Instruction",NA
"University of Iowa","Data_visualization_software","Web",NA
"University of Iowa","DMPTool",NA,"https://www.lib.uiowa.edu/data/plan/tools/"
"University of Iowa","Electronic_lab_notebooks",NA,NA
"University of Iowa","Geospatial","Consult",NA
"University of Iowa","Geospatial","Instruction","https://guides.lib.uiowa.edu/c.php?g=132116&p=2316517"
"University of Iowa","Geospatial_software","Consult",NA
"University of Iowa","Geospatial_software","Instruction","https://guides.lib.uiowa.edu/c.php?g=132116&p=2316517"
"University of Iowa","Geospatial","Web","https://guides.lib.uiowa.edu/c.php?g=132116&p=862462"
"University of Iowa","OSF",NA,NA
"University of Iowa","Reproducible_research",NA,NA
"University of Iowa","Statistical_consulting",NA,NA
"University of Iowa","Text_data_mining",NA,NA
"University of Iowa","Version_control",NA,NA
"University of Iowa","Web_scraping",NA,NA
"University of Oregon","Data_analysis","Instruction","https://library.uoregon.edu/research-data-management/training-workshops"
"University of Oregon","Data_analysis","Web",NA
"University of Oregon","Data_management","Instruction",NA
"University of Oregon","Data_management_plans","Consult","https://library.uoregon.edu/research-data-management/consultations"
"University of Oregon","Data_visualization_software","Consult",NA
"University of Oregon","Data_visualization_software","Web","https://researchguides.uoregon.edu/library_workshops/tidyverse"
"University of Oregon","DMPTool",NA,"https://researchguides.uoregon.edu/dmp-tool"
"University of Oregon","Electronic_lab_notebooks",NA,NA
"University of Oregon","Geospatial","Consult",NA
"University of Oregon","Geospatial","Instruction",NA
"University of Oregon","Geospatial_software","Consult",NA
"University of Oregon","Geospatial_software","Instruction",NA
"University of Oregon","Geospatial_software","Web","https://researchguides.uoregon.edu/gis/uo-resources"
"University of Oregon","OSF",NA,NA
"University of Oregon","Reproducible_research",NA,"https://library.uoregon.edu/research-data-management/training-workshops"
"University of Oregon","Text_data_mining",NA,NA
"University of Oregon","Web_scraping",NA,NA
"University of Washington","Data_analysis","Web",NA
"University of Washington","Data_management_plans","Web",NA
"University of Washington","Data_repository",NA,NA
"University of Washington","Data_visualization_software","Consult","https://guides.lib.uw.edu/datavisualization/home"
"University of Washington","Data_visualization_software","Instruction",NA
"University of Washington","Data_visualization_software","Web",NA
"University of Washington","Electronic_lab_notebooks",NA,"https://guides.lib.uw.edu/research/ELN"
"University of Washington","Geospatial","Instruction",NA
"University of Washington","Geospatial_software","Instruction",NA
"University of Washington","Geospatial_software","Web",NA
"University of Washington","Geospatial","Web","https://guides.lib.uw.edu/research/gis"
"University of Washington","Statistical_consulting",NA,NA
"University of Washington","Version_control",NA,"https://guides.lib.uw.edu/research/reproducibility/robust-coding"
"University of Washington","Web_scraping",NA,NA
"University of Colorado, Boulder","Data_analysis","Instruction","https://calendar.colorado.edu/event/r_workshop_series_-_statistical_analysis_in_r_288?utm_campaign=widget&utm_medium=widget&utm_source=University+of+Colorado+Boulder#.YD1ZMv5lCV4"
"University of Colorado, Boulder","Data_analysis","Web",NA
"University of Colorado, Boulder","Data_management","Instruction","https://www.colorado.edu/crdds/what-we-do/research-data-management"
"University of Colorado, Boulder","Data_management_plans","Instruction",NA
"University of Colorado, Boulder","Data_management_plans","Web",NA
"University of Colorado, Boulder","Data_management","Web",NA
"University of Colorado, Boulder","Data_repository",NA,"https://scholar.colorado.edu/about"
"University of Colorado, Boulder","DMPTool",NA,"https://www.colorado.edu/crdds/what-we-do/research-data-management"
"University of Colorado, Boulder","Electronic_lab_notebooks",NA,NA
"University of Colorado, Boulder","Geospatial","Instruction","https://calendar.colorado.edu/event/make_a_web_map_with_r?utm_campaign=widget&utm_medium=widget&utm_source=University+of+Colorado+Boulder#.YD1cFP5lCV4"
"University of Colorado, Boulder","Geospatial_software","Consult",NA
"University of Colorado, Boulder","Geospatial_software","Instruction",NA
"University of Colorado, Boulder","Geospatial_software","Web",NA
"University of Colorado, Boulder","OSF",NA,"https://www.colorado.edu/crdds/what-we-do/research-data-management"
"University of Colorado, Boulder","Reproducible_research",NA,NA
"University of Colorado, Boulder","Statistical_consulting",NA,NA
"University of Colorado, Boulder","Text_data_mining",NA,"https://cu-boulder-crdds.github.io/LearningMaterials/PythonText.html"
"University of Colorado, Boulder","Version_control",NA,NA
"University of Colorado, Boulder","Web_scraping",NA,NA
"University of Florida","Data_analysis","Web",NA
"University of Florida","Data_management","Instruction",NA
"University of Florida","Data_management_plans","Consult","https://datamgmt.uflib.ufl.edu/"
"University of Florida","Data_management_plans","Web","https://guides.uflib.ufl.edu/datamanagement/dmp"
"University of Florida","Data_repository",NA,"https://ufdc.ufl.edu/ufirg"
"University of Florida","Data_visualization_software","Web",NA
"University of Florida","Electronic_lab_notebooks",NA,NA
"University of Florida","Geospatial","Instruction",NA
"University of Florida","Geospatial_software","Instruction",NA
"University of Florida","Geospatial_software","Web",NA
"University of Florida","Geospatial","Web",NA
"University of Florida","OSF",NA,NA
"University of Florida","Text_data_mining",NA,NA
"University of Florida","Version_control",NA,"https://guides.uflib.ufl.edu/reproducibility/lessons"
"University of Florida","Web_scraping",NA,NA
"University of Minnesota, Twin Cities","Data_analysis","Instruction",NA
"University of Minnesota, Twin Cities","Data_analysis","Web",NA
"University of Minnesota, Twin Cities","Data_visualization_software","Consult",NA
"University of Minnesota, Twin Cities","Data_visualization_software","Instruction",NA
"University of Minnesota, Twin Cities","Electronic_lab_notebooks",NA,NA
"University of Minnesota, Twin Cities","Geospatial","Consult",NA
"University of Minnesota, Twin Cities","Geospatial","Instruction",NA
"University of Minnesota, Twin Cities","Geospatial_software","Consult",NA
"University of Minnesota, Twin Cities","Geospatial_software","Instruction",NA
"University of Minnesota, Twin Cities","Geospatial_software","Web",NA
"University of Minnesota, Twin Cities","OSF",NA,NA
"University of Minnesota, Twin Cities","Statistical_consulting",NA,NA
"University of Minnesota, Twin Cities","Text_data_mining",NA,NA
"University of Minnesota, Twin Cities","Web_scraping",NA,NA
"University of Texas at Austin","Data_analysis","Instruction","https://www.lib.utexas.edu/events/353"
"University of Texas at Austin","Data_analysis","Web",NA
"University of Texas at Austin","Data_management_plans","Instruction",NA
"University of Texas at Austin","Data_management_plans","Web",NA
"University of Texas at Austin","Data_management","Web",NA
"University of Texas at Austin","Data_repository",NA,NA
"University of Texas at Austin","Data_visualization_software","Consult",NA
"University of Texas at Austin","Data_visualization_software","Web",NA
"University of Texas at Austin","Electronic_lab_notebooks",NA,NA
"University of Texas at Austin","Geospatial","Web","https://guides.lib.utexas.edu/gis"
"University of Texas at Austin","OSF",NA,NA
"University of Texas at Austin","Reproducible_research",NA,NA
"University of Texas at Austin","Statistical_consulting",NA,NA
"University of Texas at Austin","Text_data_mining",NA,"https://www.lib.utexas.edu/events/432"
"University of Texas at Austin","Version_control",NA,NA
"Washington State University","Data_analysis","Web",NA
"Washington State University","Data_management","Instruction",NA
"Washington State University","Data_management_plans","Instruction",NA
"Washington State University","Data_visualization_software","Consult",NA
"Washington State University","Data_visualization_software","Instruction",NA
"Washington State University","Data_visualization_software","Web",NA
"Washington State University","DMPTool",NA,"https://libguides.libraries.wsu.edu/datamanagement/dmp"
"Washington State University","Electronic_lab_notebooks",NA,NA
"Washington State University","Geospatial","Consult",NA
"Washington State University","Geospatial","Instruction",NA
"Washington State University","Geospatial_software","Consult",NA
"Washington State University","Geospatial_software","Instruction",NA
"Washington State University","Geospatial_software","Web",NA
"Washington State University","Geospatial","Web",NA
"Washington State University","OSF",NA,NA
"Washington State University","Reproducible_research",NA,NA
"Washington State University","Statistical_consulting",NA,NA
"Washington State University","Text_data_mining",NA,NA
"Washington State University","Version_control",NA,NA
"Washington State University","Web_scraping",NA,NA
"Arizona State University","Carpentries",NA,NA
"Arizona State University","Data_analysis","Consult",NA
"Arizona State University","Data_analysis","Web","https://lib.asu.edu/data/learning"
"Arizona State University","Data_management","Consult",NA
"Arizona State University","Data_management","Instruction",NA
"Arizona State University","Data_management_plans","Instruction",NA
"Arizona State University","Data_visualization_software","Instruction",NA
"Arizona State University","Data_visualization_software","Web",NA
"Arizona State University","Electronic_lab_notebooks",NA,NA
"Arizona State University","Geospatial","Instruction","https://lib.asu.edu/geo/events"
"Arizona State University","Geospatial_software","Web",NA
"Arizona State University","Geospatial","Web","https://lib.asu.edu/geo"
"Arizona State University","OSF",NA,NA
"Arizona State University","Reproducible_research",NA,NA
"Arizona State University","Statistical_consulting",NA,NA
"Arizona State University","Text_data_mining",NA,NA
"Arizona State University","Version_control",NA,NA
"Arizona State University","Web_scraping",NA,NA
"Michigan State University","Aerial_imagery",NA,"https://libguides.lib.msu.edu/c.php?g=95495&p=623953"
"Michigan State University","Carpentries",NA,NA
"Michigan State University","Data_analysis","Consult",NA
"Michigan State University","Data_analysis","Instruction",NA
"Michigan State University","Data_analysis","Web",NA
"Michigan State University","Data_management","Instruction","https://lib.msu.edu/rdmg/training/"
"Michigan State University","Data_management_plans","Instruction",NA
"Michigan State University","Data_management_plans","Web","https://lib.msu.edu/rdmg/resources/"
"Michigan State University","Data_repository",NA,NA
"Michigan State University","Data_visualization_software","Instruction",NA
"Michigan State University","Data_visualization_software","Web",NA
"Michigan State University","DMPTool",NA,"https://lib.msu.edu/rdmg/resources/"
"Michigan State University","Electronic_lab_notebooks",NA,NA
"Michigan State University","Geospatial","Consult",NA
"Michigan State University","Geospatial_software","Consult",NA
"Michigan State University","Geospatial","Web","https://libguides.lib.msu.edu/c.php?g=95932&p=624998"
"Michigan State University","OSF",NA,NA
"Michigan State University","Reproducible_research",NA,NA
"Michigan State University","Statistical_consulting",NA,NA
"Michigan State University","Text_data_mining",NA,"https://lib.msu.edu/dts/"
"Michigan State University","Version_control",NA,NA
"Michigan State University","Web_scraping",NA,NA
"Ohio State University","Aerial_imagery",NA,NA
"Ohio State University","Carpentries",NA,NA
"Ohio State University","Data_analysis","Consult",NA
"Ohio State University","Data_analysis","Instruction",NA
"Ohio State University","Data_analysis","Web",NA
"Ohio State University","Data_management","Consult",NA
"Ohio State University","Data_management","Instruction",NA
"Ohio State University","Data_management_plans","Instruction",NA
"Ohio State University","Data_management_plans","Web",NA
"Ohio State University","Data_visualization_software","Instruction",NA
"Ohio State University","Data_visualization_software","Web",NA
"Ohio State University","Electronic_lab_notebooks",NA,NA
"Ohio State University","Geospatial","Instruction",NA
"Ohio State University","Geospatial_software","Instruction",NA
"Ohio State University","Geospatial","Web","https://guides.osu.edu/geospatial-data/home"
"Ohio State University","OSF",NA,NA
"Ohio State University","Reproducible_research",NA,NA
"Ohio State University","Statistical_consulting",NA,NA
"Ohio State University","Version_control",NA,NA
"Oregon State University","Data_analysis","Consult",NA
"Oregon State University","Data_analysis","Instruction","https://guides.library.oregonstate.edu/Library-Workshops-for-Grad-Students-Faculty"
"Oregon State University","Data_analysis","Web",NA
"Oregon State University","Data_management","Consult","https://guides.library.oregonstate.edu/research-data-services/managing-data"
"Oregon State University","Data_management","Instruction","https://guides.library.oregonstate.edu/Library-Workshops-for-Grad-Students-Faculty"
"Oregon State University","Data_management_plans","Instruction","https://guides.library.oregonstate.edu/Library-Workshops-for-Grad-Students-Faculty"
"Oregon State University","Data_visualization_software","Consult",NA
"Oregon State University","Data_visualization_software","Instruction","https://guides.library.oregonstate.edu/Library-Workshops-for-Grad-Students-Faculty"
"Oregon State University","Data_visualization_software","Web",NA
"Oregon State University","Electronic_lab_notebooks",NA,NA
"Oregon State University","Geospatial","Consult",NA
"Oregon State University","Geospatial","Instruction",NA
"Oregon State University","Geospatial_software","Consult",NA
"Oregon State University","Geospatial_software","Instruction",NA
"Oregon State University","Geospatial_software","Web",NA
"Oregon State University","OSF",NA,NA
"Oregon State University","Reproducible_research",NA,NA
"Oregon State University","Statistical_consulting",NA,NA
"Oregon State University","Text_data_mining",NA,NA
"Oregon State University","Web_scraping",NA,NA
"Pennsylvania State University","Carpentries",NA,NA
"Pennsylvania State University","Data_management","Instruction","https://libraries.psu.edu/research/research-data-services/data-management"
"Pennsylvania State University","Data_management_plans","Instruction",NA
"Pennsylvania State University","Data_management_plans","Web","https://guides.libraries.psu.edu/rdm"
"Pennsylvania State University","Data_repository",NA,NA
"Pennsylvania State University","Data_visualization_software","Web",NA
"Pennsylvania State University","DMPTool",NA,"https://libraries.psu.edu/research/research-data-services/data-management"
"Pennsylvania State University","Electronic_lab_notebooks",NA,NA
"Pennsylvania State University","Geospatial","Instruction","https://libraries.psu.edu/maps"
"Pennsylvania State University","Geospatial_software","Consult",NA
"Pennsylvania State University","Geospatial_software","Instruction","https://libraries.psu.edu/maps"
"Pennsylvania State University","Geospatial_software","Web",NA
"Pennsylvania State University","Geospatial","Web",NA
"Pennsylvania State University","OSF",NA,NA
"Pennsylvania State University","Reproducible_research",NA,NA
"Pennsylvania State University","Text_data_mining",NA,NA
"Pennsylvania State University","Version_control",NA,NA
"Pennsylvania State University","Web_scraping",NA,NA
"Stanford University","Aerial_imagery",NA,NA
"Texas A&M University","Carpentries",NA,NA
"Texas A&M University","Data_analysis","Consult",NA
"University of Arizona","Carpentries",NA,NA
"University of California, Berkeley","Carpentries",NA,NA
"University of California, Berkeley","Data_analysis","Consult",NA
"University of California, Davis","Carpentries",NA,NA
"University of California, Los Angeles","Carpentries",NA,"https://www.library.ucla.edu/events/software-carpentry-python-0"
"University of California, Los Angeles","Data_analysis","Consult","https://www.library.ucla.edu/about-0"
"University of Colorado, Boulder","Carpentries",NA,"https://www.colorado.edu/libraries/research-assistance/data-services"
"University of Florida","Carpentries",NA,NA
"University of Florida","Data_analysis","Consult","https://arcs.uflib.ufl.edu/services/data-science/"
"University of Florida","Data_analysis","Instruction","https://arcs.uflib.ufl.edu/services/data-science/"
"University of Florida","Data_visualization_software","Instruction","https://arcs.uflib.ufl.edu/services/data-science/"
"University of Illinois at Urbana-Champaign","Carpentries",NA,NA
"University of Illinois at Urbana-Champaign","Data_analysis","Consult",NA
"University of Illinois at Urbana-Champaign","Data_analysis","Instruction",NA
"University of Illinois at Urbana-Champaign","Data_analysis","Web",NA
"University of Iowa","Carpentries",NA,NA
"University of Iowa","Data_analysis","Consult",NA
"University of Maryland, College Park","Aerial_imagery",NA,NA
"University of Minnesota, Twin Cities","Carpentries",NA,NA
"University of Minnesota, Twin Cities","Data_analysis","Consult",NA
"University of Minnesota, Twin Cities","Data_management_plans","Instruction",NA
"University of North Carolina at Chapel Hill","Carpentries",NA,NA
"University of Oregon","Carpentries",NA,NA
"University of Southern California","Aerial_imagery",NA,NA
"University of Southern California","Carpentries",NA,NA
"University of Southern California","Data_analysis","Consult","https://libraries.usc.edu/bioinformatics/consultation"
"University of Southern California","Data_analysis","Instruction","https://libraries.usc.edu/bioinformatics/workshops-training"
"University of Southern California","Data_analysis","Web","https://libguides.usc.edu/LearnBioinformatics"
"University of Texas at Austin","Aerial_imagery",NA,NA
"University of Texas at Austin","Data_analysis","Consult",NA
"University of Utah","Carpentries",NA,NA
"University of Utah","Data_analysis","Consult",NA
"University of Washington","Carpentries",NA,NA
"University of Washington","Data_analysis","Consult",NA
"University of Washington","Data_analysis","Instruction",NA
"Washington State University","Aerial_imagery",NA,NA
"Washington State University","Carpentries",NA,NA
"Washington State University","Data_analysis","Consult",NA
"Washington State University","Data_analysis","Instruction",NA
"University of California, Davis","Data_analysis","Instruction","https://datalab.ucdavis.edu/archive/"
"University of California, Davis","Data_analysis","Web","https://datalab.ucdavis.edu/research-toolkits/"
"University of California, Davis","Data_management","Consult","https://www.library.ucdavis.edu/service/research-data-services/#Data Management, Publishing, and Preservation"
"University of California, Davis","Data_management_plans","Consult","https://www.library.ucdavis.edu/service/data-management/plan-2/"
"University of California, Davis","Data_management_plans","Web","https://www.library.ucdavis.edu/service/data-management/plan-2//"
"University of California, Davis","Data_repository",NA,"https://www.library.ucdavis.edu/service/data-management/share/#dryad-1"
"University of California, Davis","Data_visualization_software","Web","https://datalab.ucdavis.edu/research-toolkits//"
"University of California, Davis","Electronic_lab_notebooks",NA,NA
"University of California, Davis","Geospatial","Consult","https://datalab.ucdavis.edu/services/"
"University of California, Davis","Geospatial_software","Web","https://datalab.ucdavis.edu/geospatial/"
"University of California, Davis","Geospatial","Web","https://datalab.ucdavis.edu/geospatial/"
"University of California, Davis","OSF",NA,NA
"University of California, Davis","Statistical_consulting",NA,NA
"University of California, Davis","Version_control",NA,"https://datalab.ucdavis.edu/archive/"
"University of California, Davis","Web_scraping",NA,"https://datalab.ucdavis.edu/archive/"
"University of California, Los Angeles","Data_analysis","Instruction",NA
"University of California, Los Angeles","Data_analysis","Web",NA
"University of California, Los Angeles","Data_management","Consult","https://www.library.ucla.edu/support/publishing-data-management/scholarly-communication-services/data-management-curation-services"
"University of California, Los Angeles","Data_management","Instruction",NA
"University of California, Los Angeles","Data_management_plans","Instruction",NA
"University of California, Los Angeles","Data_visualization_software","Web","https://guides.library.ucla.edu/data-visualization"
"University of California, Los Angeles","Electronic_lab_notebooks",NA,NA
"University of California, Los Angeles","Geospatial","Instruction",NA
"University of California, Los Angeles","Geospatial_software","Instruction",NA
"University of California, Los Angeles","Geospatial_software","Web","https://guides.library.ucla.edu/gis"
"University of California, Los Angeles","Geospatial","Web","https://guides.library.ucla.edu/gis"
"University of California, Los Angeles","OSF",NA,NA
"University of California, Los Angeles","Reproducible_research",NA,NA
"University of Maryland, College Park","Data_analysis","Web",NA
"University of Maryland, College Park","Data_management","Consult",NA
"University of Maryland, College Park","Data_management","Instruction",NA
"University of Maryland, College Park","Data_management_plans","Consult","https://www.lib.umd.edu/data"
"University of Maryland, College Park","Data_management_plans","Instruction",NA
"University of Maryland, College Park","Data_management_plans","Web","https://www.lib.umd.edu/data/management/dmp-guide"
"University of Maryland, College Park","Data_management","Web","https://www.lib.umd.edu/data"
"University of Maryland, College Park","Data_repository",NA,"https://www.lib.umd.edu/data/preservation/drum-for-data"
"University of Maryland, College Park","Data_visualization_software","Consult",NA
"University of Maryland, College Park","Data_visualization_software","Web",NA
"University of Maryland, College Park","DMPTool",NA,NA
"University of Maryland, College Park","Electronic_lab_notebooks",NA,NA
"University of Maryland, College Park","Geospatial_software","Web","https://www.lib.umd.edu/gis/learning"
"University of Maryland, College Park","OSF",NA,NA
"University of Maryland, College Park","Reproducible_research",NA,NA
"University of Maryland, College Park","Text_data_mining",NA,NA
"University of Maryland, College Park","Version_control",NA,NA
"University of Maryland, College Park","Web_scraping",NA,NA
"University of Southern California","Data_management","Consult",NA
"University of Southern California","Data_management","Instruction","https://libguides.usc.edu/c.php?g=1061168&p=7714704"
"University of Southern California","Data_management_plans","Consult",NA
"University of Southern California","Data_management_plans","Web",NA
"University of Southern California","Data_management","Web",NA
"University of Southern California","Data_repository",NA,NA
"University of Southern California","Data_visualization_software","Consult",NA
"University of Southern California","Data_visualization_software","Web",NA
"University of Southern California","DMPTool",NA,NA
"University of Southern California","Electronic_lab_notebooks",NA,NA
"University of Southern California","Geospatial","Consult",NA
"University of Southern California","Geospatial","Instruction","https://libguides.usc.edu/c.php?g=1061168&p=7714704"
"University of Southern California","Geospatial_software","Consult",NA
"University of Southern California","Geospatial_software","Instruction","https://libguides.usc.edu/c.php?g=1061168&p=7714704"
"University of Southern California","Geospatial_software","Web",NA
"University of Southern California","Geospatial","Web","https://libguides.usc.edu/c.php?g=235195&p=15606655"
"University of Southern California","OSF",NA,NA
"University of Southern California","Statistical_consulting",NA,NA
"University of Southern California","Version_control",NA,NA
"University of Southern California","Web_scraping",NA,NA
"University of Wisconsin, Madison","Data_analysis","Web",NA
"University of Wisconsin, Madison","Data_management","Consult","https://researchdata.wisc.edu/our-services/"
"University of Wisconsin, Madison","Data_management","Instruction",NA
"University of Wisconsin, Madison","Data_management_plans","Instruction",NA
"University of Wisconsin, Madison","Data_visualization_software","Web",NA
"University of Wisconsin, Madison","Geospatial_software","Instruction","https://mediaspace.wisc.edu/media/Introduction+to+Geographic+Information+Systems+(GIS)+Workshop/1_m235nlfe"
"University of Wisconsin, Madison","Geospatial_software","Web","https://researchguides.library.wisc.edu/c.php?g=178144&p=1169833"
"University of Wisconsin, Madison","Geospatial","Web","https://researchguides.library.wisc.edu/c.php?g=178144&p=1170191"
"University of Wisconsin, Madison","Text_data_mining",NA,NA
"University of Wisconsin, Madison","Version_control",NA,NA
"University of Wisconsin, Madison","Data_analysis","Consult",NA
"University of Wisconsin, Madison","Data_visualization_software","Consult",NA
"University of Wisconsin, Madison","OSF",NA,NA
"University of Wisconsin, Madison","Reproducible_research",NA,NA
"University of Wisconsin, Madison","Statistical_consulting",NA,NA
"University of Wisconsin, Madison","Web_scraping",NA,NA
