"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"12037","2","10","71","0","2019","A","",14,448,17469920,0,0,750,38981,"",5.62,4.29,4.76,0.00,0.00,1.11,1.11,"",0,0.0,-25,-5.3,-317160,-1.8,0,0.0,0,0.0,26,3.6,1350,3.6
"12037","3","10","71","0","2019","A","",11,451,16205895,0,0,691,35947,"",1.81,1.41,1.71,0.00,0.00,1.21,1.21,"",0,0.0,-24,-5.1,-447124,-2.7,0,0.0,0,0.0,16,2.4,857,2.4
"12037","5","10","71","0","2019","A","",335,2397,75135263,21597959,156010,603,31350,"",0.95,0.85,0.80,1.02,1.01,0.95,0.95,"",-5,-1.5,-16,-0.7,3833736,5.4,-150929,-0.7,-35635,-18.6,35,6.2,1796,6.1
"12039","0","10","70","0","2019","A","",864,14912,548398756,97959137,663881,707,36775,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,1.4,1328,9.8,51626509,10.4,13824566,16.4,-34018,-4.9,4,0.6,204,0.6
"12039","1","10","71","0","2019","A","",11,89,5638663,0,0,1214,63119,"",2.16,0.31,0.38,0.00,0.00,1.21,1.21,"",0,0.0,1,1.1,168464,3.1,0,0.0,0,0.0,22,1.8,1134,1.8
"12039","2","10","71","0","2019","A","",27,2576,99336167,0,0,742,38561,"",4.57,5.48,5.42,0.00,0.00,0.99,0.99,"",-1,-3.6,-136,-5.0,-2296710,-2.3,0,0.0,0,0.0,21,2.9,1082,2.9
"12039","3","10","71","0","2019","A","",12,1532,57795322,0,0,725,37717,"",0.83,1.07,1.22,0.00,0.00,1.14,1.14,"",0,0.0,-22,-1.4,649099,1.1,0,0.0,0,0.0,18,2.5,941,2.6
"12039","5","10","71","0","2019","A","",814,10715,385628604,97959137,663881,692,35991,"",0.97,0.84,0.82,1.02,1.01,0.98,0.98,"",13,1.6,1485,16.1,53105656,16.0,13824566,16.4,-34018,-4.9,-1,-0.1,-36,-0.1
"12041","0","10","70","0","2019","A","",347,3562,123889682,21115301,100903,669,34778,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",12,3.6,180,5.3,11620664,10.4,1294176,6.5,-104,-0.1,31,4.9,1578,4.8
"12041","1","10","71","0","2019","A","",4,30,1458506,0,0,935,48617,"",1.95,0.44,0.43,0.00,0.00,0.98,0.98,"",1,33.3,-3,-9.1,-50825,-3.4,0,0.0,0,0.0,53,6.0,2764,6.0
"12041","2","10","71","0","2019","A","",15,377,14380242,0,0,734,38144,"",6.32,3.36,3.47,0.00,0.00,1.03,1.03,"",0,0.0,7,1.9,172759,1.2,0,0.0,0,0.0,-5,-0.7,-272,-0.7
"12041","3","10","71","0","2019","A","",10,681,26366315,0,0,744,38703,"",1.72,1.99,2.46,0.00,0.00,1.24,1.24,"",0,0.0,8,1.2,2098304,8.6,0,0.0,0,0.0,51,7.4,2644,7.3
"12041","5","10","71","0","2019","A","",319,2474,81684619,21115301,100903,635,33017,"",0.95,0.81,0.77,1.02,1.01,0.95,0.95,"",12,3.9,168,7.3,9400426,13.0,1294176,6.5,-104,-0.1,32,5.3,1669,5.3
"12043","0","10","70","0","2019","A","",186,2007,88120098,13412183,166961,844,43901,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,6.3,162,8.8,10595190,13.7,1267821,10.4,-11831,-6.6,36,4.5,1892,4.5
"12043","1","10","71","0","2019","A","",4,10,710358,0,0,1425,74124,"",3.64,0.26,0.30,0.00,0.00,1.19,1.19,"",0,0.0,0,0.0,737,0.1,0,0.0,0,0.0,60,4.4,3162,4.5
"12043","2","10","71","0","2019","A","",10,35,1187269,0,0,648,33681,"",7.86,0.55,0.40,0.00,0.00,0.72,0.72,"",0,0.0,-4,-10.3,-116939,-9.0,0,0.0,0,0.0,4,0.6,168,0.5
"12043","3","10","71","0","2019","A","",7,491,20538610,0,0,804,41816,"",2.25,2.54,2.70,0.00,0.00,1.06,1.06,"",0,0.0,9,1.9,1080174,5.6,0,0.0,0,0.0,28,3.6,1446,3.6
"12043","5","10","71","0","2019","A","",165,1471,65683861,13412183,166961,859,44645,"",0.91,0.86,0.87,1.02,1.01,1.02,1.02,"",11,7.1,156,11.9,9631218,17.2,1267821,10.4,-11831,-6.6,39,4.8,2003,4.7
"12045","0","10","70","0","2019","A","",428,3631,142294287,22451395,152720,754,39193,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",18,4.4,-23,-0.6,7445482,5.5,1357276,6.4,13830,10.0,44,6.2,2287,6.2
"12045","1","10","71","0","2019","A","",3,12,693745,0,0,1082,56250,"",1.19,0.17,0.18,0.00,0.00,1.01,1.01,"",0,0.0,-1,-7.7,-46996,-6.3,0,0.0,0,0.0,14,1.3,694,1.2
"12045","2","10","71","0","2019","A","",14,420,15848955,0,0,725,37698,"",4.78,3.67,3.33,0.00,0.00,0.91,0.91,"",0,0.0,-119,-22.1,-6024766,-27.5,0,0.0,0,0.0,-56,-7.2,-2915,-7.2
"12045","3","10","71","0","2019","A","",9,541,23744995,0,0,843,43857,"",1.26,1.55,1.93,0.00,0.00,1.25,1.25,"",0,0.0,-12,-2.2,240488,1.0,0,0.0,0,0.0,25,3.1,1347,3.2
"12045","5","10","71","0","2019","A","",402,2656,102006592,22451395,152720,738,38400,"",0.97,0.86,0.84,1.02,1.01,0.98,0.98,"",18,4.7,107,4.2,13276756,15.0,1357276,6.4,13830,10.0,69,10.3,3590,10.3
"12047","0","10","70","0","2019","A","",226,3078,137341628,23491524,150511,858,44614,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",9,4.1,47,1.6,-309883,-0.2,6916545,41.7,24659,19.6,-15,-1.7,-796,-1.8
"12047","1","10","71","0","2019","A","",4,29,1394638,0,0,927,48230,"",3.00,0.49,0.37,0.00,0.00,0.76,0.76,"",0,0.0,0,0.0,30427,2.2,0,0.0,0,0.0,30,3.3,1590,3.4
"12047","2","10","71","0","2019","A","",12,547,22375400,0,0,787,40924,"",7.76,5.64,4.87,0.00,0.00,0.86,0.86,"",0,0.0,-1,-0.2,340118,1.5,0,0.0,0,0.0,13,1.7,677,1.7
"12047","3","10","71","0","2019","A","",11,518,18947550,88948,89,704,36614,"",2.91,1.75,1.60,0.28,0.11,0.92,0.91,"",0,0.0,9,1.8,388631,2.1,-72432,-44.9,-72,-44.7,3,0.4,182,0.5
"12047","5","10","71","0","2019","A","",199,1985,94624040,23402576,150422,917,47664,"",0.91,0.76,0.81,1.02,1.01,1.07,1.07,"",9,4.7,40,2.1,-1069059,-1.1,6988977,42.6,24731,19.7,-29,-3.1,-1531,-3.1
"12049","0","10","70","0","2019","A","",569,6772,243445833,44436125,405755,691,35948,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,1.1,-300,-4.2,-3591750,-1.5,-1498626,-3.3,-24760,-5.8,19,2.8,1014,2.9
"12049","1","10","71","0","2019","A","",8,52,2783460,0,0,1031,53614,"",2.38,0.40,0.42,0.00,0.00,1.05,1.05,"",1,14.3,4,8.3,48344,1.8,0,0.0,0,0.0,-72,-6.5,-3766,-6.6
"12049","2","10","71","0","2019","A","",17,455,17398180,0,0,736,38252,"",4.37,2.13,2.14,0.00,0.00,1.00,1.00,"",-1,-5.6,44,10.7,1010903,6.2,0,0.0,0,0.0,-31,-4.0,-1612,-4.0
"12049","3","10","71","0","2019","A","",12,1158,47454909,46734,46,788,40986,"",1.26,1.78,2.26,0.08,0.02,1.27,1.27,"",0,0.0,0,0.0,-81215,-0.2,4549,10.8,3,7.0,-1,-0.1,-52,-0.1
"12049","5","10","71","0","2019","A","",532,5108,175809284,44389391,405709,662,34422,"",0.96,0.88,0.85,1.02,1.01,0.96,0.96,"",6,1.1,-346,-6.3,-4569782,-2.5,-1503175,-3.3,-24763,-5.8,26,4.1,1352,4.1
"12051","0","10","70","0","2019","A","",926,11852,473295322,83695794,1200461,768,39935,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",46,5.2,-4,0.0,-10920764,-2.3,-554585,-0.7,-348376,-22.5,-17,-2.2,-906,-2.2
"12051","1","10","71","0","2019","A","",8,76,4687855,0,0,1189,61818,"",1.46,0.34,0.36,0.00,0.00,1.09,1.09,"",0,0.0,6,8.6,320218,7.3,0,0.0,0,0.0,-17,-1.4,-875,-1.4
"12051","2","10","71","0","2019","A","",24,207,7922595,0,0,738,38366,"",3.79,0.55,0.50,0.00,0.00,0.91,0.91,"",0,0.0,1,0.5,-44151,-0.6,0,0.0,0,0.0,-5,-0.7,-245,-0.6
"12051","3","10","71","0","2019","A","",21,1920,83425468,0,0,835,43443,"",1.36,1.68,2.04,0.00,0.00,1.21,1.21,"",0,0.0,60,3.2,3700283,4.6,0,0.0,0,0.0,10,1.2,568,1.3
"12051","5","10","71","0","2019","A","",873,9649,377259404,83695794,1200461,752,39098,"",0.97,0.95,0.93,1.02,1.01,0.98,0.98,"",46,5.6,-72,-0.7,-14897114,-3.8,-554585,-0.7,-348376,-22.5,-24,-3.1,-1245,-3.1
"12053","0","10","70","0","2019","A","",3931,45069,1716834307,335758502,1686219,733,38093,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",199,5.3,1138,2.6,73347117,4.5,9641607,3.0,-493516,-22.6,14,1.9,682,1.8
"12053","1","10","71","0","2019","A","",15,360,21738632,0,0,1163,60455,"",0.65,0.42,0.47,0.00,0.00,1.11,1.11,"",1,7.1,21,6.2,1007000,4.9,0,0.0,0,0.0,-12,-1.0,-655,-1.1
"12053","2","10","71","0","2019","A","",27,711,25132307,7000,189,679,35331,"",1.00,0.50,0.44,0.00,0.12,0.87,0.87,"",0,0.0,-8,-1.1,117138,0.5,7000,100.0,189,100.0,10,1.5,556,1.6
"12053","3","10","71","0","2019","A","",14,4744,228203312,7000,189,925,48103,"",0.21,1.09,1.54,0.00,0.02,1.41,1.41,"",0,0.0,6,0.1,7560618,3.4,-3910,-35.8,-106,-35.9,29,3.2,1534,3.3
"12053","5","10","71","0","2019","A","",3875,39254,1441760056,335744502,1685841,706,36729,"",1.02,1.02,0.98,1.02,1.01,0.96,0.96,"",197,5.4,1120,2.9,64662361,4.7,9638517,3.0,-493599,-22.6,12,1.7,617,1.7
"12055","0","10","70","0","2019","A","",2376,27515,981217719,183330621,1220695,686,35661,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",41,1.8,-352,-1.3,18847575,2.0,-9462567,-4.9,-195186,-13.8,22,3.3,1126,3.3
"12055","1","10","71","0","2019","A","",17,277,17083135,0,0,1187,61746,"",1.21,0.53,0.64,0.00,0.00,1.22,1.22,"",1,6.2,18,6.9,473116,2.8,0,0.0,0,0.0,-46,-3.7,-2385,-3.7
"12055","2","10","71","0","2019","A","",28,763,27251502,0,0,687,35724,"",1.72,0.88,0.83,0.00,0.00,0.94,0.94,"",0,0.0,-4,-0.5,-232993,-0.8,0,0.0,0,0.0,-2,-0.3,-129,-0.4
"12055","3","10","71","0","2019","A","",16,3253,134993240,414954,414,798,41493,"",0.40,1.23,1.59,0.17,0.07,1.30,1.30,"",0,0.0,151,4.9,3314256,2.5,-26139,-5.9,-27,-6.1,-18,-2.2,-951,-2.2
"12055","5","10","71","0","2019","A","",2316,23222,801889842,182915667,1220281,664,34531,"",1.00,0.99,0.96,1.02,1.01,0.97,0.97,"",41,1.8,-517,-2.2,15293196,1.9,-9436428,-4.9,-195159,-13.8,27,4.2,1395,4.2
"12057","0","10","70","0","2019","A","",45286,707611,39914533043,5470904107,36280490,1085,56407,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",2085,4.8,21561,3.1,2481099876,6.6,188200906,3.6,-4991649,-12.1,36,3.4,1843,3.4
"12057","1","10","71","0","2019","A","",126,15231,1240438044,0,0,1566,81443,"",0.47,1.13,1.14,0.00,0.00,1.01,1.01,"",4,3.3,350,2.4,39257006,3.3,0,0.0,0,0.0,14,0.9,723,0.9
"12057","2","10","71","0","2019","A","",91,13626,809352545,0,0,1142,59399,"",0.29,0.61,0.61,0.00,0.00,0.99,0.99,"",-1,-1.1,17,0.1,16903257,2.1,0,0.0,0,0.0,22,2.0,1169,2.0
"12057","3","10","71","0","2019","A","",48,48457,2434762250,7704757,9265,966,50245,"",0.06,0.71,0.71,0.10,0.05,0.99,0.99,"",-3,-5.9,507,1.1,86338737,3.7,667546,9.5,-527,-5.4,24,2.5,1269,2.6
"12057","5","10","71","0","2019","A","",45020,630297,35429980204,5463199350,36271225,1081,56212,"",1.02,1.04,1.04,1.02,1.01,1.00,1.00,"",2083,4.9,20688,3.4,2338600876,7.1,187533360,3.6,-4991122,-12.1,37,3.5,1929,3.6
"12059","0","10","70","0","2019","A","",372,3433,112474391,16599197,91816,630,32762,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",24,6.9,65,1.9,6215885,5.8,1176847,7.6,-17168,-15.8,23,3.8,1209,3.8
"12059","1","10","71","0","2019","A","",8,64,3232749,0,0,966,50250,"",3.64,0.98,1.06,0.00,0.00,1.08,1.08,"",1,14.3,3,4.9,196774,6.5,0,0.0,0,0.0,14,1.5,750,1.5
"12059","2","10","71","0","2019","A","",15,460,18172343,0,0,759,39484,"",5.89,4.25,4.83,0.00,0.00,1.14,1.14,"",0,0.0,2,0.4,74342,0.4,0,0.0,0,0.0,0,0.0,-10,0.0
"12059","3","10","71","0","2019","A","",14,861,31428824,66522,340,702,36499,"",2.25,2.61,3.24,0.30,0.71,1.24,1.24,"",0,0.0,9,1.1,633114,2.1,33079,98.9,307,930.3,7,1.0,361,1.0
"12059","5","10","71","0","2019","A","",335,2047,59640475,16532675,91476,560,29130,"",0.93,0.70,0.62,1.02,1.00,0.89,0.89,"",22,7.0,51,2.6,5311655,9.8,1143768,7.4,-17475,-16.0,37,7.1,1909,7.0
"12061","0","10","70","0","2019","A","",5216,53518,2349529177,399700416,3061622,844,43902,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",102,2.0,924,1.8,94319719,4.2,13264545,3.4,-336901,-9.9,19,2.3,1023,2.4
"12061","1","10","71","0","2019","A","",19,379,25368729,0,0,1288,66951,"",0.62,0.37,0.40,0.00,0.00,1.07,1.07,"",1,5.6,26,7.4,325043,1.3,0,0.0,0,0.0,-75,-5.5,-3911,-5.5
"12061","2","10","71","0","2019","A","",21,264,11598701,0,0,846,44018,"",0.59,0.16,0.15,0.00,0.00,0.95,0.94,"",0,0.0,-19,-6.7,-739069,-6.0,0,0.0,0,0.0,6,0.7,344,0.8
"12061","3","10","71","0","2019","A","",17,4389,220101382,0,0,964,50150,"",0.20,0.85,1.08,0.00,0.00,1.27,1.27,"",0,0.0,-55,-1.2,4170455,1.9,0,0.0,0,0.0,30,3.2,1563,3.2
"12061","5","10","71","0","2019","A","",5160,48486,2092460365,399700416,3061622,830,43156,"",1.02,1.06,1.04,1.02,1.01,0.98,0.98,"",102,2.0,972,2.0,90563290,4.5,13264545,3.4,-336901,-9.9,20,2.5,1024,2.4
"12063","0","10","70","0","2019","A","",970,14521,532239649,80335394,412207,705,36652,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",28,3.0,159,1.1,20665478,4.0,2131345,2.7,-118177,-22.3,20,2.9,1032,2.9
"12063","1","10","71","0","2019","A","",19,415,27743788,0,0,1285,66799,"",3.32,1.50,1.92,0.00,0.00,1.28,1.28,"",1,5.6,-23,-5.3,-2869586,-9.4,0,0.0,0,0.0,-58,-4.3,-3028,-4.3
"12063","2","10","71","0","2019","A","",32,2187,79796880,0,0,702,36488,"",4.82,4.78,4.48,0.00,0.00,0.94,0.94,"",0,0.0,-2,-0.1,184996,0.2,0,0.0,0,0.0,3,0.4,119,0.3
"12063","3","10","71","0","2019","A","",23,2251,93999676,0,0,803,41759,"",1.42,1.61,2.05,0.00,0.00,1.27,1.27,"",0,0.0,-33,-1.4,1550036,1.7,0,0.0,0,0.0,24,3.1,1276,3.2
"12063","5","10","71","0","2019","A","",896,9668,330699305,80335394,412207,658,34206,"",0.95,0.78,0.73,1.02,1.01,0.93,0.93,"",26,3.0,217,2.3,21800032,7.1,2131345,2.7,-118177,-22.3,29,4.6,1521,4.7
"12065","0","10","70","0","2019","A","",322,2483,86872270,16188558,97554,673,34984,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",9,2.9,-43,-1.7,1224311,1.4,-473584,-2.8,-40747,-29.5,21,3.2,1079,3.2
"12065","1","10","71","0","2019","A","",8,32,1526627,0,0,906,47094,"",4.21,0.68,0.65,0.00,0.00,0.95,0.95,"",1,14.3,0,0.0,-33332,-2.1,0,0.0,0,0.0,-29,-3.1,-1528,-3.1
"12065","2","10","71","0","2019","A","",12,273,11090358,0,0,781,40612,"",5.45,3.49,3.82,0.00,0.00,1.09,1.09,"",0,0.0,-11,-3.9,-139001,-1.2,0,0.0,0,0.0,21,2.8,1084,2.7
"12065","3","10","71","0","2019","A","",8,238,8219973,0,0,663,34489,"",1.49,1.00,1.10,0.00,0.00,1.10,1.10,"",0,0.0,6,2.6,359943,4.6,0,0.0,0,0.0,11,1.7,610,1.8
"12065","5","10","71","0","2019","A","",294,1939,66035312,16188558,97554,655,34051,"",0.94,0.92,0.89,1.02,1.01,0.97,0.97,"",8,2.8,-39,-2.0,1036701,1.6,-473584,-2.8,-40747,-29.5,23,3.6,1189,3.6
"12067","0","10","70","0","2019","A","",134,1384,46107966,6747035,34091,641,33309,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,4.7,84,6.5,2749844,6.3,697274,11.5,1289,3.9,-1,-0.2,-50,-0.1
"12067","1","10","71","0","2019","A","",3,13,536061,0,0,814,42321,"",3.79,0.49,0.43,0.00,0.00,0.89,0.89,"",1,50.0,0,0.0,15705,3.0,0,0.0,0,0.0,44,5.7,2294,5.7
"12067","2","10","71","0","2019","A","",10,304,12518904,0,0,791,41124,"",10.91,6.97,8.12,0.00,0.00,1.16,1.16,"",0,0.0,3,1.0,204175,1.7,0,0.0,0,0.0,4,0.5,223,0.5
"12067","3","10","71","0","2019","A","",7,270,10383458,0,0,739,38434,"",3.13,2.03,2.61,0.00,0.00,1.29,1.29,"",0,0.0,3,1.1,335764,3.3,0,0.0,0,0.0,16,2.2,814,2.2
"12067","5","10","71","0","2019","A","",115,797,22669543,6747035,34091,547,28444,"",0.88,0.67,0.58,1.02,1.01,0.85,0.85,"",6,5.5,78,10.8,2194200,10.7,697274,11.5,1289,3.9,-1,-0.2,-50,-0.2
"12069","0","10","70","0","2019","A","",8780,101311,3957608533,722465017,4442505,751,39064,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",412,4.9,2606,2.6,183463603,4.9,25187068,3.6,-302229,-6.4,16,2.2,827,2.2
"12069","1","10","71","0","2019","A","",36,615,34421418,0,0,1076,55947,"",0.69,0.32,0.32,0.00,0.00,1.01,1.01,"",0,0.0,9,1.5,-1467483,-4.1,0,0.0,0,0.0,-62,-5.4,-3235,-5.5
"12069","2","10","71","0","2019","A","",37,1464,59440548,0,0,781,40595,"",0.62,0.46,0.45,0.00,0.00,0.98,0.98,"",1,2.8,22,1.5,1604258,2.8,0,0.0,0,0.0,10,1.3,489,1.2
"12069","3","10","71","0","2019","A","",28,9825,424240667,447296,3206,830,43180,"",0.19,1.01,1.24,0.05,0.14,1.23,1.23,"",-3,-9.7,-1433,-12.7,-60185099,-12.4,-101639,-18.5,-743,-18.8,2,0.2,149,0.3
"12069","5","10","71","0","2019","A","",8680,89407,3439505900,722017721,4439299,740,38470,"",1.02,1.03,1.02,1.02,1.01,0.99,0.98,"",415,5.0,4008,4.7,243511927,7.6,25288707,3.6,-301486,-6.4,20,2.8,1046,2.8
"12071","0","10","70","0","2019","A","",23506,268846,12418026291,2048395760,12460157,888,46190,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1044,4.6,7064,2.7,683207295,5.8,75985459,3.9,-2037597,-14.1,26,3.0,1363,3.0
"12071","1","10","71","0","2019","A","",54,2364,156922406,0,0,1277,66387,"",0.39,0.46,0.47,0.00,0.00,1.01,1.01,"",0,0.0,12,0.5,-1817717,-1.1,0,0.0,0,0.0,-21,-1.6,-1119,-1.7
"12071","2","10","71","0","2019","A","",71,5276,256153940,0,0,934,48554,"",0.44,0.62,0.62,0.00,0.00,0.99,0.99,"",0,0.0,26,0.5,7478751,3.0,0,0.0,0,0.0,23,2.5,1185,2.5
"12071","3","10","71","0","2019","A","",54,34307,1912319723,3199119,3199,1072,55742,"",0.14,1.33,1.78,0.12,0.05,1.35,1.35,"",-1,-1.8,556,1.6,56569763,3.0,-172825,-5.1,-173,-5.1,15,1.4,758,1.4
"12071","5","10","71","0","2019","A","",23327,226900,10092630222,2045196641,12456958,855,44481,"",1.02,0.99,0.95,1.02,1.01,0.96,0.96,"",1045,4.7,6469,2.9,620976498,6.6,76158284,3.9,-2037424,-14.1,29,3.5,1512,3.5
"12073","0","10","70","0","2019","A","",9001,153131,7124199140,829681790,4741432,895,46524,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",264,3.0,1851,1.2,275464650,4.0,16307092,2.0,-1199640,-20.2,24,2.8,1252,2.8
"12073","1","10","71","0","2019","A","",46,1881,140465489,0,0,1436,74669,"",0.87,0.64,0.73,0.00,0.00,1.13,1.13,"",-1,-2.1,59,3.2,-1463069,-1.0,0,0.0,0,0.0,-62,-4.1,-3246,-4.2
"12073","2","10","71","0","2019","A","",183,35248,1835410752,217505,544,1001,52072,"",2.97,7.31,7.71,0.05,0.12,1.05,1.05,"",2,1.1,247,0.7,28959136,1.6,192841,781.9,482,777.4,8,0.8,461,0.9
"12073","3","10","71","0","2019","A","",24,11683,544301602,0,0,896,46591,"",0.16,0.79,0.88,0.00,0.00,1.12,1.12,"",-1,-4.0,-27,-0.2,15217805,2.9,0,0.0,0,0.0,27,3.1,1410,3.1
"12073","5","10","71","0","2019","A","",8748,104319,4604021297,829464285,4740888,849,44134,"",1.00,0.80,0.76,1.02,1.01,0.95,0.95,"",264,3.1,1572,1.5,232750778,5.3,16114251,2.0,-1200122,-20.2,31,3.8,1590,3.7
"12075","0","10","70","0","2019","A","",1002,8864,298173020,60163369,337627,647,33640,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",47,4.9,-178,-2.0,2762493,0.9,-2401391,-3.8,-44377,-11.6,19,3.0,970,3.0
"12075","1","10","71","0","2019","A","",11,70,3861429,0,0,1066,55427,"",1.86,0.41,0.48,0.00,0.00,1.16,1.16,"",1,10.0,3,4.5,-38210,-1.0,0,0.0,0,0.0,-49,-4.4,-2560,-4.4
"12075","2","10","71","0","2019","A","",22,261,9494529,0,0,700,36424,"",3.21,0.93,0.95,0.00,0.00,1.02,1.02,"",0,0.0,0,0.0,108957,1.2,0,0.0,0,0.0,8,1.2,464,1.3
"12075","3","10","71","0","2019","A","",19,1526,53523165,607124,626,674,35068,"",1.13,1.79,2.08,0.74,0.36,1.16,1.16,"",0,0.0,5,0.3,18955,0.0,34261,6.0,-88,-12.3,-3,-0.4,-119,-0.3
"12075","5","10","71","0","2019","A","",950,7007,231293897,59556245,337001,635,33009,"",0.98,0.93,0.91,1.01,1.00,0.98,0.98,"",46,5.1,-186,-2.6,2672791,1.2,-2435652,-3.9,-44289,-11.6,24,3.9,1227,3.9
"12077","0","10","70","0","2019","A","",125,1880,72849768,9856826,75223,745,38746,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,4.2,43,2.3,818508,1.1,-134355,-1.3,-8521,-10.2,-9,-1.2,-460,-1.2
"12077","1","10","71","0","2019","A","",7,34,2066165,0,0,1163,60473,"",9.48,0.95,1.04,0.00,0.00,1.10,1.10,"",1,16.7,-2,-5.6,-347248,-14.4,0,0.0,0,0.0,-141,-10.8,-7351,-10.8
"12077","2","10","71","0","2019","A","",10,359,13658719,0,0,732,38055,"",11.70,6.06,5.61,0.00,0.00,0.93,0.93,"",0,0.0,4,1.1,115389,0.9,0,0.0,0,0.0,-3,-0.4,-140,-0.4
"12077","3","10","71","0","2019","A","",8,382,12645497,0,0,637,33118,"",3.83,2.11,2.01,0.00,0.00,0.95,0.95,"",0,0.0,-12,-3.0,-950734,-7.0,0,0.0,0,0.0,-27,-4.1,-1412,-4.1
"12077","5","10","71","0","2019","A","",101,1105,44479387,9856826,75223,774,40244,"",0.83,0.69,0.72,1.02,1.01,1.04,1.04,"",5,5.2,52,4.9,2001101,4.7,-134355,-1.3,-8521,-10.2,-2,-0.3,-83,-0.2
"12079","0","10","70","0","2019","A","",380,4503,149870053,26861544,156464,640,33283,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",17,4.7,201,4.7,7992977,5.6,2564193,10.6,-25249,-13.9,6,0.9,304,0.9
"12079","1","10","71","0","2019","A","",8,39,1971891,0,0,972,50561,"",3.56,0.45,0.48,0.00,0.00,1.07,1.07,"",1,14.3,0,0.0,-155970,-7.3,0,0.0,0,0.0,-79,-7.5,-4116,-7.5
"12079","2","10","71","0","2019","A","",14,379,15313408,0,0,778,40440,"",5.39,2.67,3.06,0.00,0.00,1.15,1.15,"",0,0.0,-16,-4.1,-292920,-1.9,0,0.0,0,0.0,19,2.5,955,2.4
"12079","3","10","71","0","2019","A","",12,871,28958857,710114,853,639,33235,"",1.89,2.01,2.24,1.95,1.05,1.11,1.11,"",0,0.0,-9,-1.0,-37116,-0.1,32613,4.8,-1312,-60.6,5,0.8,276,0.8
"12079","5","10","71","0","2019","A","",346,3214,103625897,26151430,155611,620,32243,"",0.94,0.84,0.81,0.99,1.00,0.97,0.97,"",16,4.8,226,7.6,8478983,8.9,2531580,10.7,-23937,-13.3,8,1.3,402,1.3
"12081","0","10","70","0","2019","A","",11617,130433,5779332335,1049525966,6385729,852,44309,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",580,5.3,6154,5.0,429948056,8.0,49445776,4.9,-1259537,-16.5,24,2.9,1266,2.9
"12081","1","10","71","0","2019","A","",32,1000,66109321,0,0,1271,66087,"",0.47,0.40,0.42,0.00,0.00,1.05,1.05,"",1,3.2,24,2.5,1603228,2.5,0,0.0,0,0.0,0,0.0,-11,0.0
"12081","2","10","71","0","2019","A","",36,1503,56350131,0,0,721,37502,"",0.45,0.37,0.29,0.00,0.00,0.80,0.80,"",0,0.0,17,1.1,1071515,1.9,0,0.0,0,0.0,6,0.8,304,0.8
"12081","3","10","71","0","2019","A","",37,10720,547804606,325094,1221,983,51101,"",0.19,0.85,1.10,0.02,0.04,1.29,1.29,"",0,0.0,580,5.7,40294327,7.9,23403,7.8,-160,-11.6,20,2.1,1051,2.1
"12081","5","10","71","0","2019","A","",11513,117210,5109068277,1049200872,6384508,838,43589,"",1.02,1.05,1.04,1.02,1.01,0.98,0.98,"",580,5.3,5533,5.0,386978986,8.2,49422373,4.9,-1259377,-16.5,25,3.1,1306,3.1
